cluster_80_id	SRR6451254	SRR6451255	SRR6451256	SRR6451257	SRR6451258	SRR6451259	SRR6451260	SRR6451261	SRR6451662	SRR6451663	SRR6451664	SRR6451665	SRR6451666	SRR6451667	SRR6451668	SRR6451669	SRR6451670	SRR6451671	SRR6451672	SRR6451673	SRR6451674	SRR6451675	SRR6451676	SRR6451677	SRR6451678	SRR6451679	SRR6451680	SRR6451681	SRR6451682	SRR6451683	SRR6451684	SRR6451685	SRR6451686	SRR6451687	SRR6451688	SRR6451689	SRR6451690	SRR6451691	SRR6451692	SRR6456128	SRR6456129	SRR6456130	SRR6456131	SRR6456132	SRR6456134	SRR6456135	SRR6456136	SRR6456137	SRR6456138	SRR6456139	SRR6456140	SRR6456141	SRR6456142	SRR6456143	SRR6456144	SRR6456145	SRR6456146	SRR6456147	SRR6456148	SRR6456149	SRR6456150	SRR6456151	SRR6456152	SRR6456153	SRR6456154	SRR6456155	SRR6456156	SRR6456157	SRR6456158	SRR6456159	SRR6456160	SRR6456161	SRR6456162	SRR6456163	SRR6456164	SRR6456165	SRR6456166	SRR6456167	SRR6456168	SRR6456169	SRR6456170	SRR6456171	SRR6456172	SRR6456173	SRR6456174	SRR6456175	SRR6456176	SRR6456177	SRR6456178	SRR6456179	SRR6456180	SRR6456181	SRR6456182	SRR6456183	SRR6456184	SRR6456185	SRR6456186	SRR6456187	SRR6456188	SRR6456189	SRR6456191	SRR6456192	SRR6456193	SRR6456194	SRR6456195	SRR6456196	SRR6456197	SRR6456198	SRR6456200	SRR6456201	SRR6456202	SRR6456203	SRR6456204	SRR6456205	SRR6456206	SRR6456207	SRR6456208	SRR6456209	SRR6456210	SRR6456211	SRR6456212	SRR6456213	SRR6456214	SRR6456215	SRR6456216	SRR6456217	SRR6456218	SRR6456219	SRR6456220	SRR6456221	SRR6456222	SRR6456223	SRR6456224	SRR6456225	SRR6456226	SRR6456227	SRR6456228	SRR6456229	SRR6456230	SRR6456231	SRR6456232	SRR6456233	SRR6456234	SRR6456235	SRR6456236	SRR6456237	SRR6456238	SRR6456239	SRR6456240	SRR6456241	SRR6456242	SRR6456243	SRR6456244	SRR6456245	SRR6456246	SRR6456247	SRR6456248	SRR6456249	SRR6456250	SRR6456251	SRR6456252	SRR6456253	SRR6456254	SRR6456255	SRR6456352	SRR6456353	SRR6456354	SRR6456356	SRR6456357	SRR6456358	SRR6456359	SRR6456360	SRR6456361	SRR6456362	SRR6456363	SRR6456364	SRR6456365	SRR6456366	SRR6456368	SRR6456369	SRR6456370	SRR6456371	SRR6456372	SRR6456373	SRR6456374	SRR6456375	SRR6456376	SRR6456377	SRR6451262	SRR6456133	SRR6456190	SRR6456199	SRR6456355	SRR6456367
GCF_036419255.1_03636	5.763301	0.0	0.0	3.230328	0.0	0.0	1.96118	0.0	0.0	1.683823	2.867316	5.193451	0.0	3.732918	0.0	0.0	0.0	3.645238	0.0	5.69304	1.486994	0.0	0.0	0.0	0.0	0.0	0.0	114.605681	4.827171	1.184824	0.0	0.0	0.0	0.287634	0.235521	0.0	0.0	0.0	1.49341	3.025667	1.820982	9.578893	6.172701	0.0	0.0	5.202693	1.781263	2.122013	44.699389	0.0	2.287829	0.0	0.0	0.0	1.689213	173.352283	3.802096	3.505586	0.0	0.0	0.0	0.0	0.0	1.741735	0.0	0.0	2.348743	3.333901	3.143474	7.502561	0.0	8.792747	0.0	3.030522	2.15766	78.721661	1.636354	7.295573	10.629735	0.0	1.905109	3.354275	0.0	28.545744	7.513305	13.080132	2.430855	4.495186	1.54535	18.963842	17.182925	23.235523	0.0	0.0	21.435354	1.007726	0.0	0.0	2.466948	0.451114	0.0	5.737699	0.0	0.0	0.0	11.135004	0.0	0.0	0.0	0.0	0.0	3.526418	0.0	0.0	0.955384	3.398942	6.484877	348.532245	1.74871	0.267854	0.0	0.0	0.0	0.0	0.0	703.391251	0.0	0.0	0.395152	0.0	0.0	4.095595	14.951491	2.155442	0.0	4.545601	0.0	5.000186	1.43469	0.868161	7.812542	0.0	8.95526	43.032821	2.793746	5.014089	3.519132	2.837273	2.440524	1.70789	0.0	12.628922	0.0	0.0	0.928996	0.0	1.119333	22.46419	57.882299	1.392145	0.0	0.0	0.213947	2.848658	0.0	0.0	0.0	2.070749	30.554066	0.0	23.487546	1.321622	0.0	0.0	2.089551	0.0	2.381399	0.0	1.791717	132.293281	0.0	1.385142	1.287526	0.0	6.748783	3.225878	6.661398	3.735426	0.0	6.664511	0.0	0.0	0.0	3.753926
GCF_000020605.1_00714	3.06912	0.0	0.0	2.279194	0.0	0.0	0.587591	0.0	0.0	2.458184	2.040559	4.974754	0.0	36.84689	0.0	0.0	0.0	10.352164	0.0	3.570779	1.201833	0.0	0.0	0.0	0.0	0.0	0.0	121.69723	10.955374	1.75258	0.0	0.0	0.0	0.227349	1.782339	0.0	0.0	0.0	0.547896	15.617595	1.31397	9.113899	1.434863	0.0	0.0	2.168502	0.736244	4.052395	12.570688	0.0	3.059602	0.0	0.0	0.0	23.003093	20.630899	2.441252	7.190526	0.0	0.0	0.0	0.0	0.0	0.646233	0.0	0.0	1.171989	1.568522	1.942203	8.514016	0.0	140.112196	0.0	3.321714	117.863668	37.713979	3.626204	1.331094	33.342904	0.0	2.739325	1.628103	0.0	2.317949	4.626894	61.381223	0.918721	54.203844	2.714042	9.956933	12.474263	6.267187	0.0	0.0	15.063608	0.698421	0.0	0.0	1.523632	0.973304	0.0	19.08712	0.0	0.0	0.0	6.075078	0.0	0.0	0.0	0.0	0.0	2.025508	0.0	0.0	0.936928	4.327726	3.656995	761.703562	1.752976	0.223397	0.0	0.0	0.0	0.0	0.0	1383.279596	0.0	0.0	0.290034	0.0	0.0	3.720492	8.36912	0.660849	0.0	0.571023	0.0	1.74425	0.645745	1.284259	3.474934	0.0	5.528717	58.00674	1.516405	2.157953	0.227441	6.431669	2.710922	1.322739	0.0	121.914537	0.0	0.0	0.782732	0.0	1.010565	27.441456	324.507692	0.968672	0.0	0.0	0.680361	0.34755	0.0	0.0	0.0	2.077001	17.135902	0.0	32.239357	3.271632	0.0	0.0	1.495652	0.0	129.132788	0.0	0.98551	117.938054	0.0	2.033886	0.917572	0.0	4.216921	0.309286	3.575719	5.445277	0.0	2.466776	0.0	0.0	0.0	2.635452
GCF_000020605.1_00721	2.179354	0.0	0.0	4.142459	0.0	0.0	1.124165	0.0	0.0	0.778273	7.299384	4.381143	0.0	92.637453	0.0	0.0	0.0	8.547299	0.0	2.02466	1.141673	0.0	0.0	0.0	0.0	0.0	0.0	44.943287	21.320425	1.247986	0.0	0.0	0.0	0.049819	2.92214	0.0	0.0	0.0	1.576829	3.514198	1.309571	5.481606	1.556111	0.0	0.0	1.243008	1.494208	3.467452	8.430299	0.0	2.079682	0.0	0.0	0.0	38.946855	16.559306	0.912057	5.377982	0.0	0.0	0.0	0.0	0.0	0.40934	0.0	0.0	2.192545	0.387895	2.667906	8.540021	0.0	210.999324	0.0	0.858902	1.773944	23.576753	1.63125	3.393757	20.651204	0.0	5.004078	1.253961	0.0	11.229454	2.536304	109.116816	3.003689	27.448007	1.807034	2.483497	6.513292	12.13993	0.0	0.0	24.523405	0.729328	0.0	0.0	1.455532	0.259271	0.0	28.199519	0.0	0.0	0.0	6.198264	0.0	0.0	0.0	0.0	0.0	0.998128	0.0	0.0	3.030446	14.921309	3.822947	439.792031	2.339491	0.579361	0.0	0.0	0.0	0.0	0.0	183.262609	0.0	0.0	0.28101	0.0	0.0	0.624792	9.390728	0.48256	0.0	0.109552	0.0	7.618322	3.834152	0.201554	5.034513	0.0	7.52278	59.263559	1.182894	2.853895	0.041951	0.396736	1.698509	1.073206	0.0	16.562734	0.0	0.0	0.361932	0.0	0.428925	5.580759	106.227949	0.111436	0.0	0.0	0.717581	0.414655	0.0	0.0	0.0	3.009206	13.502324	0.0	27.35125	1.036917	0.0	0.0	0.19	0.0	35.005531	0.0	1.223739	182.341572	0.0	0.943116	2.031349	0.0	3.551532	1.364503	1.609448	3.719942	0.0	6.087831	0.0	0.0	0.0	1.668622
GCF_000020605.1_03067	3.884821	0.0	0.0	2.119809	0.0	0.0	1.82855	0.0	0.0	2.323471	1.936308	2.27203	0.0	0.0	0.0	0.0	0.0	2.776434	0.0	2.55473	3.351159	0.0	0.0	0.0	0.0	0.0	0.0	2.243243	0.848795	3.0207	0.0	0.0	0.0	3.750666	2.178705	0.0	0.0	0.0	1.35227	2.260034	1.151578	2.19414	3.372918	0.0	0.0	2.61587	1.896706	1.531809	4.772955	0.0	3.392625	0.0	0.0	0.0	2.484845	3.714731	2.363698	4.38895	0.0	0.0	0.0	0.0	0.0	2.185919	0.0	0.0	1.697865	1.838223	2.289998	1.459981	0.0	2.765229	0.0	3.604312	1.344597	0.0	1.159056	2.322558	6.071222	0.0	3.059285	3.794262	0.0	2.568836	1.043765	9.501065	1.073046	2.510177	3.777791	4.390998	3.918545	3.386782	0.0	0.0	3.648738	2.564113	0.0	0.0	2.526424	3.266127	0.0	2.684696	0.0	0.0	0.0	1.807707	0.0	0.0	0.0	0.0	0.0	4.028038	0.0	0.0	4.222432	2.740564	1.606695	6.957627	1.62847	2.537763	0.0	0.0	0.0	0.0	0.0	9.781632	0.0	0.0	3.70262	0.0	0.0	2.363028	1.944443	2.076452	0.0	3.368076	0.0	1.502005	2.54193	1.717048	1.189314	0.0	0.773063	3.177513	2.391209	3.51986	2.473267	3.358238	1.437384	2.320449	0.0	1.047026	0.0	0.0	2.275793	0.0	2.348868	0.691666	3.631423	2.318666	0.0	0.0	2.732879	3.865335	0.0	0.0	0.0	2.144527	1.298425	0.0	0.630962	1.738325	0.0	0.0	1.823957	0.0	5.540018	0.0	2.162324	0.0	0.0	3.509255	2.936336	0.0	0.679694	2.328362	2.372942	2.143189	0.0	2.249116	0.0	0.0	0.0	2.541293
GCF_014863965.1_00905	1.993634	0.0	5.629109	0.013674	4.363441	1.662792	5.034272	0.0	0.0	0.0	0.0	0.0	0.0	0.0	4.58348	0.0	3.026383	4.386407	1.588384	3.740199	0.011632	2.112605	0.0	0.0	0.0	0.0	0.0	1.835896	0.0	0.0	0.0	3.048525	0.0	0.0	0.0	0.0	0.071994	0.0	0.524926	0.0	0.0	0.0	4.072073	0.0	0.0	0.0	0.0	0.0	0.0	0.0	2.709518	0.0	0.0	3.786931	1.336325	4.429661	0.0	0.0	4.407165	0.0	0.0	0.0	2.175864	1.172087	0.0	0.0	0.0	3.108922	0.0	2.565492	3.126961	0.0	0.0	2.272654	0.0	0.0	0.0	3.870322	0.0	0.0	0.0	3.052653	0.0	0.0	0.0	0.0	3.688319	2.82867	0.208713	0.0	0.0	5.139846	0.0	3.337767	4.213676	3.422894	3.40981	0.0	4.400065	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	4.097488	0.0	0.0	0.0	0.0	0.0	0.0	5.108828	0.0	2.713019	2.346228	3.227985	3.822953	0.0	0.0	0.0	3.624388	3.659383	0.51507	0.0	0.0	2.702493	3.252997	0.0	0.0	0.0	1.925994	0.0	0.0	0.0	4.986934	2.36699	1.933238	0.0	2.356571	0.023822	0.0	2.814499	0.0	3.240729	0.0	0.0	2.97499	0.0	5.63502	0.0	0.0	2.638189	1.393657	0.0	0.0	3.214597	3.274466	0.0	1.065114	0.0	0.0231	3.04988	0.0	0.0	0.010795	0.0	3.961578	0.0	2.635664	2.838063	0.0	2.733498	0.0	3.597505	0.0	2.175122	1.371855	3.312505	1.428404	3.148716	0.0	2.544697	1.790273	4.32753	1.811146	0.0	0.0	0.0	0.0	0.0	0.010327
GCF_013009555.1_03824	43.609609	1.171057	1.218868	140.543258	0.0	0.0	1.243568	32.094129	1.417776	0.0	18.884351	0.0	7.3197	7.049077	33.34211	46.220111	1.185232	13.398849	0.0	0.0	1.185237	1.234956	0.0	0.217602	1.064299	0.0	0.0	0.0	1.094403	0.0	0.0	0.0	70.556912	3.560153	1.230662	10.225393	44.39795	29.230248	46.799267	19.976773	1.574063	0.675437	122.528556	73.287952	0.432048	0.342055	0.0	9.566605	1.200859	0.0	1.132967	1.250845	1.35534	6.511199	11.655052	0.583179	1.222253	12.556747	1.31212	46.52779	0.679509	15.831341	1.611831	1.118436	17.148827	14.561357	12.866944	7.254373	0.828589	1.077991	2.010647	11.377325	1.030779	14.577375	12.683185	1.712057	1.184053	1.131298	34.23335	0.0	52.03269	4.144444	45.960487	5.071385	3.548714	0.533254	1.236704	3.756	1.420685	17.347363	26.511157	4.200842	1.256404	42.468696	1.325937	4.793045	1.058988	92.907938	0.0	0.0	2.170788	29.450384	0.989844	0.0	0.0	4.462763	0.0	1.280082	69.987627	1.320513	4.354625	0.0	220.891962	85.286714	1.447693	1.622171	0.0	1.412204	1.170344	3.403708	30.206369	1.319495	0.0	0.0	0.0	10.251286	3.210534	34.422807	8.074748	0.0	1.136192	1.8405	1.243988	74.237004	9.717663	0.0	0.0	1.279793	1.264329	2.692694	2.144815	1.668457	0.0	0.679241	31.475633	2.914222	1.565596	1.319413	0.826918	1.034716	1.62432	1.601427	1.797466	26.176084	1.321852	42.316502	2.126909	3.172057	26.360032	0.848528	70.049193	88.468745	0.0	11.315672	3.734011	0.0	0.0	1.633217	98.057473	1.677658	4.923937	0.0	61.498407	4.062124	14.098727	0.0	0.0	27.733077	2.128865	0.576257	1.411893	8.297462	9.146638	30.716749	7.337947	1.350388	2.455737	0.0	0.357775	0.0	0.0	0.0	0.0	1.449213
GCF_013009555.1_02050	485.735836	0.268353	0.0	129.372766	0.0	0.0	0.101011	0.0	0.0	0.0	203.979117	0.0	25.798175	0.0	0.0	0.0	0.0	68.504558	0.0	5.694853	2.605755	0.0	0.0	369.490667	7.626519	0.0	0.0	0.0	5.756542	0.0	52.414934	37.39539	0.0	0.0	0.035597	0.0	415.508366	0.049282	814.475046	131.331651	6.219422	3.83966	1003.850827	0.187693	80.375545	263.169295	0.0	0.0	1.683657	0.0	0.424232	2.557746	1.120771	52.842146	6.907915	63.691953	1.843068	230.799611	1229.442367	0.340572	83.077678	0.036633	0.045347	0.0	0.332756	496.85527	289.216651	0.089084	97.377783	4.433165	0.0	1.714269	2.18776	0.864147	145.241967	4.584759	0.055297	84.353579	403.288708	0.0	0.901724	1.530084	231.611685	4.326389	8.499465	689.790263	2.29346	589.995823	4.665685	5.590119	2.944205	22.872927	0.973975	238.164165	10.220125	476.750394	1.133089	47.67576	0.0	0.0	0.012789	0.0	0.00698	0.0	0.0	0.07467	0.333581	0.002216	387.814429	2.807714	7.393245	0.0	1496.493528	534.065508	151.867435	171.422464	0.0	0.413865	0.000934	163.928462	223.532601	0.0	0.0	0.0	0.0	49.102938	90.499295	267.544014	40.056799	0.0	0.311827	13.795739	0.018916	675.956323	36.369496	0.0	0.0	0.007364	3.184391	45.832381	3.573001	4.29213	0.0	10.609015	188.169649	108.408628	3.517319	0.000402	75.860923	0.02377	0.011988	1.192601	5.312003	269.68318	0.001834	224.083141	0.032409	6.070441	138.69389	1.982879	304.102201	392.993637	0.0	44.362207	0.277498	0.0	0.0	1.713975	724.654781	2.509759	279.313282	0.0	922.457955	13.265945	0.493778	0.0	0.0	0.370135	0.115856	0.236604	0.002896	19.454223	10.632105	23.359085	431.044724	0.839698	12.378789	0.0	797.26045	0.0	0.483209	0.0	0.0	0.0
GCF_018292105.1_02906	10.365018	0.0	0.0	159.762677	0.0	0.0	10.684556	0.0	0.840894	0.0	0.0	0.0	26.309459	3.36736	85.253141	16.744223	0.0	3.474482	0.0	0.0	4.213101	0.0	0.0	0.0	0.126495	0.0	0.0	0.0	3.962347	0.0	85.547625	57.669672	25.971498	0.0	0.0	0.027016	14.690029	310.757453	94.823596	0.0	3.418166	0.0	436.864583	487.335485	0.0	0.0	0.0	10.579726	0.000719	0.0	0.0	0.002247	0.732621	5.612252	16.240291	1.995757	0.111661	120.052319	0.0	0.0	0.0	0.529814	0.018623	0.01077	0.498565	395.451115	89.391006	9.820013	0.149326	2.290881	20.661186	106.990697	0.0	15.6442	2.27258	68.791396	0.023771	2.267199	283.297399	0.0	0.441744	316.292387	11.736281	20.629818	2.083949	51.977995	0.246582	9.912571	1.212111	40.488928	115.853299	7.720944	0.002371	147.59324	7.399862	118.803069	0.001712	435.566725	0.0	0.0	0.0	62.754441	0.0	0.0	0.0	0.040392	1.184088	0.001622	182.856239	0.318023	0.0	0.0	1771.450281	122.779945	1.816243	217.973566	0.0	0.012004	0.003666	36.81196	0.671379	0.0	0.0	0.0	0.0	29.672087	53.404073	91.350497	2.353899	0.0	2.774709	2.245516	0.003484	644.331196	5.865214	0.0	0.0	0.0	3.291157	139.05082	0.311028	0.492161	0.0	139.556979	25.643524	0.100692	1.217579	0.000394	0.109142	0.014014	0.018795	0.008392	0.080555	5.00881	0.000717	39.700966	0.011338	6.859284	0.157618	0.909663	96.068732	289.410036	0.0	0.0	9.355655	0.0	0.0	0.008566	108.1004	4.975856	370.204903	0.0	55.251511	0.729175	181.906946	0.0	0.0	76.465116	0.308966	0.506192	0.043499	14.43486	6.617081	26.737893	261.602738	0.002273	0.154381	0.0	82.718367	0.0	1.403835	0.0	0.0	0.006386
GCF_013009555.1_00470	46.915195	11.831573	1.727069	1.277643	0.0	0.0	0.892433	0.0	1.199466	0.0	0.0	0.0	54.642345	60.307551	275.642053	393.692562	1.379906	0.0	0.0	68.791918	1.090646	1.38611	0.0	0.234572	1.299659	0.0	0.0	0.0	1.063964	0.0	111.955963	42.539608	584.858645	1.293457	1.314598	16.246771	430.163124	55.39272	0.452788	88.397884	0.545325	1.771857	960.028344	0.395284	0.451391	727.000113	0.0	0.47862	1.140787	0.0	1.793716	4.599152	1.269041	0.451199	0.0	0.627601	1.291594	314.690121	609.21747	0.899804	1.2374	0.996408	1.117984	1.023607	723.889257	95.150093	62.192837	1.044531	0.201214	1.159838	0.0	1.126445	1.256585	0.469637	398.783465	71.581013	1.296326	108.723516	0.088762	0.0	34.948838	30.232028	95.239731	9.406948	6.84419	252.647765	2.062041	329.173345	8.501345	4.536723	2.224785	4.120996	1.374469	325.880114	35.359131	851.83837	5.962733	690.003863	0.0	0.0	1.117675	0.832288	11.902909	0.0	0.0	0.473443	1.23032	1.391505	0.577405	1.50454	1.803961	5.914356	0.0	0.0	0.0	193.087052	0.0	1.626265	1.544918	177.088924	0.507844	1.399931	0.0	0.0	0.0	0.930894	2.726389	1.488758	18.625957	0.0	5.253205	3.273421	1.974987	1.34892	49.795428	0.0	0.0	1.46677	1.482267	391.280042	3.14538	3.908181	0.0	4.212584	0.12137	2.209128	2.762803	1.412257	90.199893	9.195497	1.927673	1.898895	1.220186	217.235471	1.543696	220.037187	1.410596	9.16669	0.320718	615.881306	0.117678	0.157305	0.0	0.187866	6.911992	0.0	0.0	0.994132	0.793752	1.366747	180.59102	0.0	105.813364	1.576302	0.806565	0.0	0.0	178.376777	1.981408	1.717783	1.385421	16.68264	0.0	26.127607	48.455562	1.426348	1.055403	0.0	417.002987	0.0	0.0	0.0	0.0	1.664874
GCF_013009555.1_03817	18.029117	0.711899	1.806784	0.0	0.0	0.0	1.279306	0.0	1.165502	0.0	18.72595	0.0	6.297529	8.759354	38.715017	67.963418	1.370871	0.0	0.0	0.459602	2.076188	1.309124	0.0	0.259547	1.280233	0.0	0.0	0.0	1.333674	0.0	0.461743	3.416758	78.875643	3.502083	1.338474	0.859145	55.151085	28.732332	57.741555	0.0	1.28285	1.113984	193.541127	206.088194	0.542174	0.420651	0.0	14.568909	1.145557	0.0	0.997759	1.25813	1.832435	6.200884	1.006569	0.655911	1.324168	0.0	0.464665	0.0	0.818653	0.968008	0.960038	1.462161	0.0	8.300672	7.378255	0.820093	0.617124	1.144534	4.97018	9.266151	2.272451	0.151212	0.483958	0.426961	1.242168	0.0	149.969538	0.0	6.177077	4.92953	0.0	4.565484	1.699925	35.082202	1.363205	4.513848	1.006027	5.637036	2.411922	3.386021	1.309264	40.641871	98.328234	80.781306	1.288898	63.629463	0.0	0.0	1.13249	25.90953	0.878932	0.0	0.0	0.263034	0.40073	1.340304	35.594552	1.421412	4.062226	475.463402	161.946612	49.760292	100.767772	23.364793	0.0	1.553672	1.262677	20.369953	0.39126	1.32147	0.0	0.0	0.0	1.432557	1.437306	0.293078	7.266495	0.0	1.095661	0.790892	1.283128	64.365512	0.0	0.0	0.0	1.36599	1.342431	0.0	4.663452	2.092503	0.0	7.699023	0.27368	0.961889	1.330834	1.337116	0.717326	1.134997	1.488986	1.587133	0.906821	23.96715	1.301483	21.433281	1.51296	1.874591	0.339004	0.638524	0.359337	67.151269	0.0	0.259666	0.918163	0.0	0.0	1.249089	18.593278	1.328514	6.48829	0.0	8.598397	1.024914	103.350626	0.0	0.0	0.0	2.330483	0.773165	1.317791	2.535033	1.457357	0.656641	8.020458	1.422757	4.08509	0.0	69.820679	0.0	221.558494	0.0	0.0	1.369989
GCF_013009555.1_04011	267.24918	4.18789	0.0	11.240299	0.0	0.0	0.249395	0.0	0.025766	0.0	32.274071	0.0	11.267746	1.161426	0.0	0.0	0.004775	3.250673	0.0	2.537759	0.129206	0.130532	0.0	59.191394	0.264818	0.0	0.0	0.0	0.280313	0.0	1.980883	0.0	399.858636	0.721309	0.0	0.343055	0.0	2.235446	0.0	0.0	2.151269	0.238453	0.0	18.086523	0.205885	610.626845	0.0	21.567858	0.0	0.0	0.993823	0.085278	0.0	5.972071	20.221734	0.0	0.215912	79.10926	109.381953	16.733895	0.0	29.892563	0.033082	0.0	0.818546	0.0	8.090623	0.34947	0.0	0.075334	252.72469	60.827828	0.0	19.829219	0.0	0.131268	0.006462	16.180232	0.302259	0.0	110.929142	0.181993	59.80091	1.147142	1.228088	0.266297	0.223158	1.789642	0.519531	0.086608	51.496771	0.450269	0.003721	0.0	3.09002	48.688381	0.17685	217.382025	0.0	0.0	0.029806	0.0	4.686905	0.0	0.0	1.462178	1.740974	0.00268	8.488729	0.264278	5.145104	0.0	471.103152	2.935442	0.0	0.0	0.0	1.213873	0.001293	1.042707	0.0	0.001115	0.0	0.0	0.0	0.663959	1.290557	43.585393	6.508806	0.0	3.826778	0.613856	0.226552	74.758621	17.705645	0.0	0.0	0.003975	1.146067	494.292016	6.230335	0.574318	0.0	0.0	8.336983	0.160098	0.438987	0.000192	1.701794	0.723348	0.002923	0.936094	1.673537	37.854311	0.032797	116.413359	0.005984	0.0	124.208142	75.436074	4.851985	17.81727	0.0	1.088329	0.128158	0.0	0.0	0.110777	74.351283	1.381953	11.44437	0.0	1168.064573	0.776557	5.36932	0.0	0.0	0.0	0.286017	7.442872	0.00697	0.897023	0.565979	41.879863	17.865616	0.0	6.681501	0.0	31.309125	0.0	0.0	0.0	0.0	0.00528
GCF_013009555.1_01180	55.125618	2.335395	0.960295	47.365116	0.0	0.0	0.076195	8.449424	0.598283	0.0	4.374501	0.0	16.385822	0.0	35.355938	1.032653	0.066231	0.15873	0.0	9.441456	7.279869	0.004455	0.0	21.730792	0.0	0.0	0.0	0.0	0.820517	0.0	9.641877	41.151268	0.188682	0.0	0.050171	3.062874	419.830253	0.383286	42.799904	0.292186	0.417251	12.789206	49.470028	0.0	1.386183	0.0	0.0	3.443647	0.006073	0.0	1.762076	0.793464	0.075604	4.87526	64.735122	8.01665	0.153469	0.59841	263.924863	6.092597	2.257095	0.0	0.0	0.013358	34.498539	169.950125	1.115485	0.473213	0.571641	0.253921	34.512863	10.844995	0.346829	4.246487	28.482426	37.231824	0.0	2.369867	32.446696	0.0	56.432128	0.0	0.190527	16.052569	428.329595	0.356156	1.133275	5.413224	0.079935	0.226292	22.09104	2.974601	0.005225	47.343174	134.78407	108.21378	0.002178	0.0	0.0	0.0	2.553311	18.416174	0.317228	0.0	0.0	3.704378	10.364004	0.669766	25.57334	0.089736	1.428702	108.39796	131.482346	74.240274	25.452632	7.001683	0.0	0.039399	0.002624	0.463305	40.808944	0.08605	0.0	0.0	0.0	52.550066	6.578569	25.53711	88.391188	0.0	0.169236	4.24813	0.010964	0.0	2.70285	0.0	0.0	0.001359	0.024575	13.647727	72.523505	16.940797	0.0	252.544976	3.571667	26.255435	0.0596	0.0	6.953146	0.505259	0.356607	0.187013	0.692064	5.494045	0.008465	0.0	0.055808	0.331703	70.758549	9.40614	1.416666	0.36431	0.0	0.146032	9.125275	0.0	0.0	0.33607	1.846869	3.093307	84.013372	0.0	37.531964	0.458999	3.444047	0.0	0.0	0.0	0.463941	4.450047	0.038902	53.39007	0.0	1.132516	17.100497	0.005471	0.768782	0.0	75.808436	0.0	4.532962	0.0	0.0	0.06884
GCF_018292105.1_03760	29.99072	0.023395	0.0	0.897252	0.0	0.0	0.284277	0.0	0.0	0.0	27.659187	0.0	1.698833	6.268785	3.895978	48.298256	0.014541	4.351366	0.0	2.474415	1.643653	1.414651	0.0	0.0	2.843241	0.0	0.0	0.0	1.472616	0.0	6.708051	0.547425	57.884183	1.143705	0.050103	1.584768	41.872211	0.04725	48.683217	13.267224	0.94541	0.0	40.034048	0.0	27.315108	33.302372	0.0	0.169616	1.162062	0.0	0.080345	1.343108	0.47632	0.106526	0.0	20.849153	0.022586	29.994966	76.20495	4.053876	0.0	0.0	1.168184	1.372676	11.623924	137.93058	1.09154	0.0	15.798287	0.14135	80.241458	0.156086	0.590844	3.781752	8.781679	0.115147	0.004551	0.962539	107.359538	0.0	14.453593	1.333709	35.206414	0.122905	2.267035	0.0	0.066351	31.220696	0.9956	9.587345	10.175112	1.243839	0.0	0.038704	67.583355	2.933913	0.0	91.820733	0.0	0.0	0.846019	0.0	0.0	0.0	0.0	0.457258	58.912137	0.0	23.620251	1.498259	1.728206	281.297319	0.0	188.038933	3.679521	0.0	0.0	0.001591	0.003105	0.352826	6.225245	1.437432	0.0	0.0	0.0	0.0	0.0	0.0	14.629513	0.0	0.425172	4.176654	1.449089	0.534686	15.032956	0.0	0.0	0.004735	0.225019	42.67908	2.113802	0.0	0.0	6.188051	23.033647	2.437324	1.382444	0.00058	9.608923	0.014294	1.84242	0.162816	0.864591	401.811405	1.529227	37.582229	0.704357	1.211195	19.401051	0.726806	38.786633	0.0	0.0	8.105422	1.933656	0.0	0.0	1.425907	0.0	1.182783	0.0	0.0	36.212238	2.727165	60.548504	0.0	0.0	7.066299	0.198677	0.919874	0.055242	8.171057	2.065575	0.369636	21.617388	0.366636	4.28175	0.0	0.414461	0.0	216.472173	0.0	0.0	0.002612
